iter,timestamp_iso,elapsed_sec,image_path,annotated_path,door_state,door_confidence,handle_present,material_visible,need_open_door_result,need_open_door_reason,material_after_open_result,material_after_open_reason,goal_status,goal_reason_code,goal_message,next_action_name,next_action_args,full_action_list_json,skip_log_json,detected_json,raw_len
11,2025-09-05T15:47:22,4.284,/tmp/vlm_frame_1757054839089.png,/tmp/vlm_frame_1757054839089_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,207,272,472]],""material"":[[323,331,335,344]]}",946
12,2025-09-05T15:47:27,4.658,/tmp/vlm_frame_1757054843593.png,/tmp/vlm_frame_1757054843593_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,205,272,472]],""material"":[[322,331,335,344]]}",946
13,2025-09-05T15:47:31,4.246,/tmp/vlm_frame_1757054848087.png,/tmp/vlm_frame_1757054848087_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,200,272,471]],""material"":[[322,331,335,344]]}",946
14,2025-09-05T15:47:36,4.344,/tmp/vlm_frame_1757054852591.png,/tmp/vlm_frame_1757054852591_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,209,272,472]],""material"":[[322,331,335,344]]}",946
15,2025-09-05T15:47:40,4.372,/tmp/vlm_frame_1757054857086.png,/tmp/vlm_frame_1757054857086_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,209,272,472]],""material"":[[322,331,335,344]]}",946
16,2025-09-05T15:47:45,4.472,/tmp/vlm_frame_1757054861569.png,/tmp/vlm_frame_1757054861569_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,215,272,471]],""material"":[[322,330,335,344]]}",946
17,2025-09-05T15:47:49,4.359,/tmp/vlm_frame_1757054866063.png,/tmp/vlm_frame_1757054866063_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,206,272,472]],""material"":[[322,331,335,344]]}",946
18,2025-09-05T15:47:54,4.446,/tmp/vlm_frame_1757054870577.png,/tmp/vlm_frame_1757054870577_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,203,272,471]],""material"":[[322,331,335,344]]}",946
19,2025-09-05T15:47:58,4.327,/tmp/vlm_frame_1757054875081.png,/tmp/vlm_frame_1757054875081_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,203,272,471]],""material"":[[322,331,335,344]]}",946
20,2025-09-05T15:48:03,4.398,/tmp/vlm_frame_1757054879565.png,/tmp/vlm_frame_1757054879565_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,207,272,472]],""material"":[[322,331,335,344]]}",946
21,2025-09-05T15:48:07,4.439,/tmp/vlm_frame_1757054884046.png,/tmp/vlm_frame_1757054884046_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,210,272,472]],""material"":[[322,331,335,344]]}",946
22,2025-09-05T15:48:12,4.402,/tmp/vlm_frame_1757054888539.png,/tmp/vlm_frame_1757054888539_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,205,272,471]],""material"":[[322,331,335,344]]}",946
23,2025-09-05T15:48:16,4.362,/tmp/vlm_frame_1757054893043.png,/tmp/vlm_frame_1757054893043_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,214,272,472]],""material"":[[322,331,335,344]]}",946
24,2025-09-05T15:48:20,4.342,/tmp/vlm_frame_1757054897534.png,/tmp/vlm_frame_1757054897534_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,218,272,472]],""material"":[[322,331,335,344]]}",946
25,2025-09-05T15:48:25,4.354,/tmp/vlm_frame_1757054902028.png,/tmp/vlm_frame_1757054902028_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,208,272,472]],""material"":[[322,331,335,344]]}",946
26,2025-09-05T15:48:30,4.513,/tmp/vlm_frame_1757054906513.png,/tmp/vlm_frame_1757054906513_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,208,272,472]],""material"":[[323,331,335,344]]}",946
27,2025-09-05T15:48:34,4.296,/tmp/vlm_frame_1757054910988.png,/tmp/vlm_frame_1757054910988_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,206,272,471]],""material"":[[322,331,335,344]]}",946
28,2025-09-05T15:48:38,4.440,/tmp/vlm_frame_1757054915489.png,/tmp/vlm_frame_1757054915489_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,209,272,472]],""material"":[[322,331,335,344]]}",946
29,2025-09-05T15:48:43,4.356,/tmp/vlm_frame_1757054919991.png,/tmp/vlm_frame_1757054919991_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,201,272,472]],""material"":[[322,331,335,344]]}",946
30,2025-09-05T15:48:47,4.399,/tmp/vlm_frame_1757054924488.png,/tmp/vlm_frame_1757054924488_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,205,272,471]],""material"":[[323,331,335,344]]}",946
31,2025-09-05T15:48:52,4.428,/tmp/vlm_frame_1757054928993.png,/tmp/vlm_frame_1757054928993_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,216,272,471]],""material"":[[322,331,335,344]]}",946
32,2025-09-05T15:48:56,4.348,/tmp/vlm_frame_1757054933497.png,/tmp/vlm_frame_1757054933497_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,206,272,472]],""material"":[[322,331,335,344]]}",946
33,2025-09-05T15:49:01,4.455,/tmp/vlm_frame_1757054938000.png,/tmp/vlm_frame_1757054938000_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,210,272,472]],""material"":[[322,331,335,344]]}",946
34,2025-09-05T15:49:05,4.387,/tmp/vlm_frame_1757054942485.png,/tmp/vlm_frame_1757054942485_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,215,272,472]],""material"":[[322,331,335,344]]}",946
35,2025-09-05T15:49:10,4.377,/tmp/vlm_frame_1757054946999.png,/tmp/vlm_frame_1757054946999_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,202,272,471]],""material"":[[322,331,335,344]]}",946
36,2025-09-05T15:49:14,4.374,/tmp/vlm_frame_1757054951492.png,/tmp/vlm_frame_1757054951492_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,209,272,472]],""material"":[[322,331,335,344]]}",946
37,2025-09-05T15:49:19,4.458,/tmp/vlm_frame_1757054955996.png,/tmp/vlm_frame_1757054955996_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,210,272,472]],""material"":[[322,331,335,344]]}",946
38,2025-09-05T15:49:23,4.375,/tmp/vlm_frame_1757054960481.png,/tmp/vlm_frame_1757054960481_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,206,272,472]],""material"":[[322,331,335,344]]}",946
39,2025-09-05T15:49:28,4.362,/tmp/vlm_frame_1757054964953.png,/tmp/vlm_frame_1757054964953_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,210,272,472]],""material"":[[322,331,335,344]]}",946
40,2025-09-05T15:49:32,4.394,/tmp/vlm_frame_1757054969466.png,/tmp/vlm_frame_1757054969466_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,218,272,472]],""material"":[[322,330,335,344]]}",946
41,2025-09-05T15:49:37,4.409,/tmp/vlm_frame_1757054973971.png,/tmp/vlm_frame_1757054973971_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,219,272,472]],""material"":[[322,331,335,344]]}",949
42,2025-09-05T15:49:41,4.389,/tmp/vlm_frame_1757054978457.png,/tmp/vlm_frame_1757054978457_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,220,272,471]],""material"":[[322,331,335,344]]}",946
43,2025-09-05T15:49:46,4.509,/tmp/vlm_frame_1757054982965.png,/tmp/vlm_frame_1757054982965_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,214,272,471]],""material"":[[322,331,335,344]]}",946
44,2025-09-05T15:49:51,4.401,/tmp/vlm_frame_1757054987471.png,/tmp/vlm_frame_1757054987471_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,221,272,472]],""material"":[[322,331,335,344]]}",946
45,2025-09-05T15:49:55,4.381,/tmp/vlm_frame_1757054991960.png,/tmp/vlm_frame_1757054991960_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,229,272,472]],""material"":[[322,331,335,344]]}",946
46,2025-09-05T15:49:59,4.255,/tmp/vlm_frame_1757054996452.png,/tmp/vlm_frame_1757054996452_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,219,272,472]],""material"":[[322,331,335,344]]}",946
47,2025-09-05T15:50:04,4.447,/tmp/vlm_frame_1757055000946.png,/tmp/vlm_frame_1757055000946_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,226,272,472]],""material"":[[322,331,335,344]]}",946
48,2025-09-05T15:50:08,4.371,/tmp/vlm_frame_1757055005423.png,/tmp/vlm_frame_1757055005423_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,221,272,472]],""material"":[[322,331,335,344]]}",946
49,2025-09-05T15:50:13,4.489,/tmp/vlm_frame_1757055009914.png,/tmp/vlm_frame_1757055009914_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,221,272,472]],""material"":[[322,331,335,344]]}",946
50,2025-09-05T15:50:17,4.361,/tmp/vlm_frame_1757055014394.png,/tmp/vlm_frame_1757055014394_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,224,272,472]],""material"":[[322,331,335,344]]}",946
51,2025-09-05T15:50:22,4.300,/tmp/vlm_frame_1757055018887.png,/tmp/vlm_frame_1757055018887_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,221,272,472]],""material"":[[322,331,335,344]]}",946
52,2025-09-05T15:50:26,4.445,/tmp/vlm_frame_1757055023372.png,/tmp/vlm_frame_1757055023372_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,222,272,472]],""material"":[[322,331,335,344]]}",946
53,2025-09-05T15:50:31,4.415,/tmp/vlm_frame_1757055027855.png,/tmp/vlm_frame_1757055027855_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,222,272,471]],""material"":[[322,331,335,344]]}",946
54,2025-09-05T15:50:35,4.415,/tmp/vlm_frame_1757055032338.png,/tmp/vlm_frame_1757055032338_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,220,272,471]],""material"":[[322,331,335,344]]}",946
55,2025-09-05T15:50:40,4.413,/tmp/vlm_frame_1757055036861.png,/tmp/vlm_frame_1757055036861_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,222,272,472]],""material"":[[322,331,335,344]]}",946
56,2025-09-05T15:50:44,4.388,/tmp/vlm_frame_1757055041352.png,/tmp/vlm_frame_1757055041352_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,224,272,471]],""material"":[[322,331,335,344]]}",946
57,2025-09-05T15:50:49,4.360,/tmp/vlm_frame_1757055045864.png,/tmp/vlm_frame_1757055045864_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,228,272,472]],""material"":[[322,331,335,344]]}",946
58,2025-09-05T15:50:53,4.331,/tmp/vlm_frame_1757055050347.png,/tmp/vlm_frame_1757055050347_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,224,272,471]],""material"":[[322,331,335,344]]}",946
59,2025-09-05T15:50:58,4.436,/tmp/vlm_frame_1757055054830.png,/tmp/vlm_frame_1757055054830_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,226,272,471]],""material"":[[322,331,335,344]]}",946
60,2025-09-05T15:51:02,4.419,/tmp/vlm_frame_1757055059324.png,/tmp/vlm_frame_1757055059324_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,227,272,472]],""material"":[[322,331,335,344]]}",946
61,2025-09-05T15:51:07,4.436,/tmp/vlm_frame_1757055063806.png,/tmp/vlm_frame_1757055063806_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,226,272,472]],""material"":[[323,331,335,344]]}",946
62,2025-09-05T15:51:11,4.434,/tmp/vlm_frame_1757055068305.png,/tmp/vlm_frame_1757055068305_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,221,272,472]],""material"":[[322,331,335,344]]}",949
63,2025-09-05T15:51:16,4.250,/tmp/vlm_frame_1757055072783.png,/tmp/vlm_frame_1757055072783_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,213,272,472]],""material"":[[322,331,335,344]]}",946
64,2025-09-05T15:51:20,4.409,/tmp/vlm_frame_1757055077268.png,/tmp/vlm_frame_1757055077268_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,222,272,471]],""material"":[[322,331,335,344]]}",949
65,2025-09-05T15:51:25,4.314,/tmp/vlm_frame_1757055081752.png,/tmp/vlm_frame_1757055081752_det.png,closed,0.9,True,uncertain,True,door_state=closed,,,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,205,272,472]],""material"":[[323,331,335,344]]}",949
