iter,timestamp_iso,elapsed_sec,image_path,annotated_path,door_state,door_confidence,handle_present,material_visible,need_open_door_result,need_open_door_reason,material_after_open_result,material_after_open_reason,goal_status,goal_reason_code,goal_message,next_action_name,next_action_args,full_action_list_json,skip_log_json,detected_json,raw_len
11,2025-09-05T13:36:31,5.485,/tmp/vlm_frame_1757046987055.png,/tmp/vlm_frame_1757046987055_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,317]]}",1386
12,2025-09-05T13:36:37,5.459,/tmp/vlm_frame_1757046992570.png,/tmp/vlm_frame_1757046992570_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,317]]}",1386
13,2025-09-05T13:36:42,5.468,/tmp/vlm_frame_1757046998084.png,/tmp/vlm_frame_1757046998084_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,165,289,456]],""material"":[[335,304,347,317]]}",1386
14,2025-09-05T13:36:47,4.582,/tmp/vlm_frame_1757047003616.png,/tmp/vlm_frame_1757047003616_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[151,165,289,456]],""material"":[[335,304,346,317]]}",1088
15,2025-09-05T13:36:52,4.41,/tmp/vlm_frame_1757047008171.png,/tmp/vlm_frame_1757047008171_det.png,closed,0.9,True,True,True,door_state=closed,True,material detected,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[150,166,289,456]],""material"":[[335,304,347,317]]}",1055
16,2025-09-05T13:36:57,5.49,/tmp/vlm_frame_1757047012698.png,/tmp/vlm_frame_1757047012698_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,165,289,456]],""material"":[[335,304,347,317]]}",1386
17,2025-09-05T13:37:03,5.489,/tmp/vlm_frame_1757047018224.png,/tmp/vlm_frame_1757047018224_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,316]]}",1386
18,2025-09-05T13:37:07,4.56,/tmp/vlm_frame_1757047023760.png,/tmp/vlm_frame_1757047023760_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,316]]}",1088
19,2025-09-05T13:37:13,5.416,/tmp/vlm_frame_1757047028314.png,/tmp/vlm_frame_1757047028314_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,346,317]]}",1386
20,2025-09-05T13:37:18,5.472,/tmp/vlm_frame_1757047033841.png,/tmp/vlm_frame_1757047033841_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,317]]}",1386
21,2025-09-05T13:37:24,5.524,/tmp/vlm_frame_1757047039408.png,/tmp/vlm_frame_1757047039408_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,166,289,456]],""material"":[[335,304,347,316]]}",1386
22,2025-09-05T13:37:29,5.435,/tmp/vlm_frame_1757047044896.png,/tmp/vlm_frame_1757047044896_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,316]]}",1386
23,2025-09-05T13:37:35,5.504,/tmp/vlm_frame_1757047050442.png,/tmp/vlm_frame_1757047050442_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,316]]}",1386
24,2025-09-05T13:37:40,5.478,/tmp/vlm_frame_1757047055966.png,/tmp/vlm_frame_1757047055966_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,165,289,456]],""material"":[[335,304,347,316]]}",1386
25,2025-09-05T13:37:46,5.503,/tmp/vlm_frame_1757047061521.png,/tmp/vlm_frame_1757047061521_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,316]]}",1386
26,2025-09-05T13:37:50,4.475,/tmp/vlm_frame_1757047067049.png,/tmp/vlm_frame_1757047067049_det.png,closed,0.9,True,True,True,door_state=closed,True,material detected,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[150,167,289,456]],""material"":[[335,304,347,316]]}",1055
27,2025-09-05T13:37:56,5.484,/tmp/vlm_frame_1757047071578.png,/tmp/vlm_frame_1757047071578_det.png,open,0.9,False,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,456]],""material"":[[335,304,347,317]]}",1387
28,2025-09-05T13:38:01,5.465,/tmp/vlm_frame_1757047077103.png,/tmp/vlm_frame_1757047077103_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,455]],""material"":[[335,304,347,317]]}",1386
29,2025-09-05T13:38:07,5.53,/tmp/vlm_frame_1757047082632.png,/tmp/vlm_frame_1757047082632_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,456]],""material"":[[335,304,347,316]]}",1386
30,2025-09-05T13:38:13,5.426,/tmp/vlm_frame_1757047088161.png,/tmp/vlm_frame_1757047088161_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,165,289,456]],""material"":[[335,304,347,316]]}",1386
31,2025-09-05T13:38:18,5.499,/tmp/vlm_frame_1757047093717.png,/tmp/vlm_frame_1757047093717_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,456]],""material"":[[335,304,346,316]]}",1386
32,2025-09-05T13:38:24,5.455,/tmp/vlm_frame_1757047099214.png,/tmp/vlm_frame_1757047099214_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,456]],""material"":[[335,304,347,316]]}",1386
33,2025-09-05T13:38:29,5.472,/tmp/vlm_frame_1757047104750.png,/tmp/vlm_frame_1757047104750_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,456]],""material"":[[335,304,347,317]]}",1386
34,2025-09-05T13:38:35,5.503,/tmp/vlm_frame_1757047110299.png,/tmp/vlm_frame_1757047110299_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,455]],""material"":[[335,304,346,316]]}",1386
35,2025-09-05T13:38:40,5.49,/tmp/vlm_frame_1757047115836.png,/tmp/vlm_frame_1757047115836_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,165,289,456]],""material"":[[335,304,346,316]]}",1386
36,2025-09-05T13:38:46,5.476,/tmp/vlm_frame_1757047121360.png,/tmp/vlm_frame_1757047121360_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,165,289,456]],""material"":[[335,304,346,316]]}",1386
37,2025-09-05T13:38:50,4.541,/tmp/vlm_frame_1757047126874.png,/tmp/vlm_frame_1757047126874_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[151,164,289,456]],""material"":[[335,304,346,316]]}",1088
38,2025-09-05T13:38:56,5.402,/tmp/vlm_frame_1757047131407.png,/tmp/vlm_frame_1757047131407_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,164,289,456]],""material"":[[335,304,347,317]]}",1386
39,2025-09-05T13:39:01,5.479,/tmp/vlm_frame_1757047136935.png,/tmp/vlm_frame_1757047136935_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,165,289,455]],""material"":[[335,304,347,317]]}",1386
40,2025-09-05T13:39:07,5.52,/tmp/vlm_frame_1757047142502.png,/tmp/vlm_frame_1757047142502_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,456]],""material"":[[335,304,347,317]]}",1386
41,2025-09-05T13:39:12,5.472,/tmp/vlm_frame_1757047148042.png,/tmp/vlm_frame_1757047148042_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,167,289,456]],""material"":[[335,304,347,316]]}",1386
42,2025-09-05T13:39:18,5.533,/tmp/vlm_frame_1757047153599.png,/tmp/vlm_frame_1757047153599_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,455]],""material"":[[335,304,347,316]]}",1386
43,2025-09-05T13:39:24,5.507,/tmp/vlm_frame_1757047159171.png,/tmp/vlm_frame_1757047159171_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,456]],""material"":[[335,304,347,317]]}",1386
44,2025-09-05T13:39:29,5.475,/tmp/vlm_frame_1757047164695.png,/tmp/vlm_frame_1757047164695_det.png,open,0.9,False,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,456]],""material"":[[335,304,346,317]]}",1387
45,2025-09-05T13:39:35,5.468,/tmp/vlm_frame_1757047170215.png,/tmp/vlm_frame_1757047170215_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,455]],""material"":[[335,304,347,316]]}",1386
46,2025-09-05T13:39:40,5.456,/tmp/vlm_frame_1757047175732.png,/tmp/vlm_frame_1757047175732_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,456]],""material"":[[335,304,347,316]]}",1386
47,2025-09-05T13:39:46,5.534,/tmp/vlm_frame_1757047181304.png,/tmp/vlm_frame_1757047181304_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,456]],""material"":[[335,304,346,316]]}",1386
48,2025-09-05T13:39:51,5.493,/tmp/vlm_frame_1757047186842.png,/tmp/vlm_frame_1757047186842_det.png,open,0.9,False,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[151,166,289,456]],""material"":[[335,304,346,316]]}",1387
