iter,timestamp_iso,elapsed_sec,image_path,annotated_path,door_state,door_confidence,handle_present,material_visible,need_open_door_result,need_open_door_reason,material_after_open_result,material_after_open_reason,goal_status,goal_reason_code,goal_message,next_action_name,next_action_args,full_action_list_json,skip_log_json,detected_json,raw_len
11,2025-09-05T15:10:30,5.417,/tmp/vlm_frame_1757052626044.png,/tmp/vlm_frame_1757052626044_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,229,272,471]],""material"":[[322,331,335,344]]}",1386
12,2025-09-05T15:10:36,5.414,/tmp/vlm_frame_1757052631547.png,/tmp/vlm_frame_1757052631547_det.png,open,0.9,False,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,215,272,471]],""material"":[[322,331,335,344]]}",1387
13,2025-09-05T15:10:40,4.566,/tmp/vlm_frame_1757052637061.png,/tmp/vlm_frame_1757052637061_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,230,272,472]],""material"":[[323,331,335,344]]}",1088
14,2025-09-05T15:10:46,5.227,/tmp/vlm_frame_1757052641564.png,/tmp/vlm_frame_1757052641564_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[113,214,272,472]],""material"":[[322,331,335,344]]}",1386
15,2025-09-05T15:10:51,5.428,/tmp/vlm_frame_1757052647057.png,/tmp/vlm_frame_1757052647057_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,229,272,472]],""material"":[[322,331,335,344]]}",1386
16,2025-09-05T15:10:57,5.377,/tmp/vlm_frame_1757052652552.png,/tmp/vlm_frame_1757052652552_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,213,272,472]],""material"":[[322,331,335,344]]}",1386
17,2025-09-05T15:11:02,5.410,/tmp/vlm_frame_1757052658047.png,/tmp/vlm_frame_1757052658047_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,228,272,471]],""material"":[[323,331,335,344]]}",1386
18,2025-09-05T15:11:08,5.497,/tmp/vlm_frame_1757052663519.png,/tmp/vlm_frame_1757052663519_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,222,272,471]],""material"":[[322,331,335,344]]}",1386
19,2025-09-05T15:11:12,4.372,/tmp/vlm_frame_1757052669015.png,/tmp/vlm_frame_1757052669015_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,223,271,472]],""material"":[[322,331,335,344]]}",1088
20,2025-09-05T15:11:18,5.266,/tmp/vlm_frame_1757052673498.png,/tmp/vlm_frame_1757052673498_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,222,272,472]],""material"":[[322,331,335,344]]}",1386
21,2025-09-05T15:11:22,4.491,/tmp/vlm_frame_1757052678982.png,/tmp/vlm_frame_1757052678982_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,223,272,472]],""material"":[[322,331,335,344]]}",1088
22,2025-09-05T15:11:27,4.395,/tmp/vlm_frame_1757052683455.png,/tmp/vlm_frame_1757052683455_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,218,271,472]],""material"":[[322,331,335,344]]}",1088
23,2025-09-05T15:11:32,5.273,/tmp/vlm_frame_1757052687940.png,/tmp/vlm_frame_1757052687940_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,217,272,472]],""material"":[[322,330,335,344]]}",1386
24,2025-09-05T15:11:38,5.375,/tmp/vlm_frame_1757052693434.png,/tmp/vlm_frame_1757052693434_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,213,271,471]],""material"":[[322,331,335,344]]}",1386
25,2025-09-05T15:11:43,5.391,/tmp/vlm_frame_1757052698928.png,/tmp/vlm_frame_1757052698928_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,220,272,472]],""material"":[[322,331,335,344]]}",1386
26,2025-09-05T15:11:49,5.361,/tmp/vlm_frame_1757052704404.png,/tmp/vlm_frame_1757052704404_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,218,271,472]],""material"":[[322,331,335,344]]}",1386
27,2025-09-05T15:11:54,5.416,/tmp/vlm_frame_1757052709886.png,/tmp/vlm_frame_1757052709886_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,219,272,471]],""material"":[[322,331,335,344]]}",1386
28,2025-09-05T15:12:00,5.376,/tmp/vlm_frame_1757052715373.png,/tmp/vlm_frame_1757052715373_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,219,271,471]],""material"":[[322,331,335,344]]}",1386
29,2025-09-05T15:12:05,5.369,/tmp/vlm_frame_1757052720855.png,/tmp/vlm_frame_1757052720855_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,225,271,472]],""material"":[[323,331,335,344]]}",1386
30,2025-09-05T15:12:11,5.420,/tmp/vlm_frame_1757052726331.png,/tmp/vlm_frame_1757052726331_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,228,271,472]],""material"":[[322,331,335,344]]}",1386
31,2025-09-05T15:12:16,5.391,/tmp/vlm_frame_1757052731808.png,/tmp/vlm_frame_1757052731808_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,224,272,471]],""material"":[[322,331,335,344]]}",1386
32,2025-09-05T15:12:21,5.342,/tmp/vlm_frame_1757052737290.png,/tmp/vlm_frame_1757052737290_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,220,272,471]],""material"":[[322,331,335,344]]}",1386
33,2025-09-05T15:12:27,5.399,/tmp/vlm_frame_1757052742783.png,/tmp/vlm_frame_1757052742783_det.png,open,0.9,False,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,216,272,472]],""material"":[[322,331,335,344]]}",1387
34,2025-09-05T15:12:32,5.364,/tmp/vlm_frame_1757052748269.png,/tmp/vlm_frame_1757052748269_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,223,271,472]],""material"":[[322,331,335,344]]}",1386
35,2025-09-05T15:12:38,5.547,/tmp/vlm_frame_1757052753806.png,/tmp/vlm_frame_1757052753806_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[113,212,272,472]],""material"":[[322,331,335,344]]}",1386
36,2025-09-05T15:12:44,5.319,/tmp/vlm_frame_1757052759322.png,/tmp/vlm_frame_1757052759322_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,227,272,472]],""material"":[[322,331,335,344]]}",1386
37,2025-09-05T15:12:49,5.402,/tmp/vlm_frame_1757052764814.png,/tmp/vlm_frame_1757052764814_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,221,272,471]],""material"":[[322,331,335,344]]}",1386
38,2025-09-05T15:12:54,5.348,/tmp/vlm_frame_1757052770299.png,/tmp/vlm_frame_1757052770299_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,223,271,472]],""material"":[[322,331,335,344]]}",1386
39,2025-09-05T15:13:00,5.400,/tmp/vlm_frame_1757052775783.png,/tmp/vlm_frame_1757052775783_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,214,272,472]],""material"":[[322,331,335,344]]}",1386
40,2025-09-05T15:13:05,5.354,/tmp/vlm_frame_1757052781257.png,/tmp/vlm_frame_1757052781257_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[113,210,272,471]],""material"":[[322,331,335,344]]}",1386
41,2025-09-05T15:13:11,5.380,/tmp/vlm_frame_1757052786743.png,/tmp/vlm_frame_1757052786743_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,210,272,471]],""material"":[[322,330,335,344]]}",1386
42,2025-09-05T15:13:16,4.566,/tmp/vlm_frame_1757052792230.png,/tmp/vlm_frame_1757052792230_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,220,271,472]],""material"":[[323,331,335,344]]}",1088
43,2025-09-05T15:13:21,5.249,/tmp/vlm_frame_1757052796732.png,/tmp/vlm_frame_1757052796732_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,220,272,472]],""material"":[[322,331,335,344]]}",1386
44,2025-09-05T15:13:26,5.393,/tmp/vlm_frame_1757052802204.png,/tmp/vlm_frame_1757052802204_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,216,272,471]],""material"":[[322,331,335,344]]}",1386
45,2025-09-05T15:13:32,5.458,/tmp/vlm_frame_1757052807690.png,/tmp/vlm_frame_1757052807690_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,223,272,472]],""material"":[[322,331,335,344]]}",1386
46,2025-09-05T15:13:37,5.422,/tmp/vlm_frame_1757052813187.png,/tmp/vlm_frame_1757052813187_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,229,272,471]],""material"":[[323,331,335,344]]}",1386
47,2025-09-05T15:13:43,5.438,/tmp/vlm_frame_1757052818677.png,/tmp/vlm_frame_1757052818677_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,225,271,472]],""material"":[[322,331,335,344]]}",1386
48,2025-09-05T15:13:48,5.221,/tmp/vlm_frame_1757052824171.png,/tmp/vlm_frame_1757052824171_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,215,271,472]],""material"":[[322,331,335,344]]}",1386
